200 8200
9 146 838
9 150 646
9 154 399
9 158 361
9 160 108
9 161 585
9 166 390
9 186 155
9 187 673
10 0 736
10 1 526
10 6 716
10 12 451
10 13 907
10 14 887
10 16 512
10 30 912
10 32 249
10 33 485
10 38 348
10 42 318
10 45 875
10 46 648
10 49 318
10 52 479
10 53 659
10 61 830
10 62 124
10 64 365
10 83 53
10 90 357
10 95 917
10 121 458
10 126 872
10 134 762
10 142 194
10 146 982
10 148 324
10 149 105
10 150 542
10 161 272
10 164 515
10 166 793
10 167 144
10 168 319
10 174 471
10 175 704
10 179 515
10 180 765
10 183 877
10 193 721
10 196 919
11 0 83
11 1 483
11 3 360
11 5 500
11 6 747
11 10 777
11 12 379
11 16 720
11 17 728
11 23 887
11 32 521
11 33 538
11 35 767
11 38 478
11 40 467
11 52 975
11 54 218
11 62 755
11 65 142
11 68 626
11 70 833
11 71 217
11 77 98
11 79 459
11 91 996
11 93 937
11 95 610
11 96 48
11 105 545
11 109 192
11 117 811
11 119 975
11 121 108
11 122 619
11 129 829
11 130 378
11 132 678
11 133 256
11 134 411
11 151 821
11 160 720
11 161 597
11 162 161
11 177 308
11 184 775
12 1 283
12 8 431
12 13 529
12 15 615
12 19 923
12 20 382
12 23 260
12 39 206
12 41 890
12 44 73
12 56 723
12 61 544
12 64 652
12 66 573
12 81 677
12 83 201
12 94 885
12 96 297
12 98 732
12 111 555
12 114 157
12 120 747
12 128 178
12 131 180
12 140 317
12 146 881
12 151 492
12 158 65
12 164 303
12 172 855
12 174 994
12 176 516
12 179 799
12 180 238
12 181 521
12 185 980
12 192 393
12 194 552
13 2 354
13 3 257
13 4 828
13 5 80
13 7 846
13 8 862
13 15 619
13 21 606
13 22 446
13 24 247
13 26 885
13 31 190
13 33 737
13 43 916
13 47 656
13 48 62
13 62 929
13 65 105
13 76 296
13 82 90
13 84 891
13 88 770
13 91 628
13 95 30
13 98 633
13 108 857
13 112 833
13 120 922
13 121 455
13 128 618
13 129 399
13 132 326
13 133 103
13 145 334
13 154 561
13 163 35
13 164 905
13 170 449
13 174 260
13 185 248
13 191 558
13 198 356
13 199 177
14 0 205
14 9 259
14 20 242
14 24 659
14 28 160
14 33 219
14 44 523
14 51 818
14 53 709
14 54 736
14 58 793
14 64 238
14 73 456
14 80 737
14 81 864
14 90 931
14 91 66
14 95 812
14 101 701
14 106 449
14 108 145
14 110 415
14 117 405
14 122 969
14 123 415
14 125 171
14 128 356
14 135 659
14 139 449
14 147 89
14 150 368
14 161 301
14 162 924
14 170 176
14 173 870
14 190 559
14 191 909
15 4 775
15 5 639
15 9 912
15 15 272
15 22 356
15 23 933
15 24 619
15 27 355
15 37 390
15 39 281
15 41 112
15 53 81
15 58 429
15 59 582
15 67 676
15 68 684
15 79 161
15 80 970
15 88 922
15 91 800
15 98 455
15 103 672
15 104 956
15 105 635
15 117 35
15 118 87
15 119 221
15 121 459
15 129 609
15 136 699
15 137 931
15 142 3
15 148 202
15 150 270
15 154 917
15 166 385
15 169 7
15 171 102
15 184 526
15 191 256
15 199 631
16 7 446
16 11 816
16 12 294
16 20 618
16 23 134
16 24 267
16 26 742
16 28 469
16 31 648
16 44 337
16 45 387
16 54 282
16 56 148
16 58 469
16 63 754
16 70 878
16 71 490
16 73 902
16 81 358
16 86 220
16 88 8
16 91 97
16 92 924
16 95 122
16 102 503
16 104 71
16 111 193
16 115 974
16 118 494
16 119 171
16 121 350
16 127 215
16 128 293
16 130 818
16 137 285
16 138 519
16 143 568
16 147 363
16 149 91
16 151 311
16 155 118
16 164 360
16 177 323
16 181 562
16 182 133
16 191 829
16 198 702
17 4 20
17 8 358
17 13 58
17 19 854
17 27 73
17 31 282
17 40 413
17 48 322
17 50 234
17 60 555
17 65 577
17 68 153
17 78 994
17 79 757
17 80 818
17 82 52
17 85 549
17 91 766
17 96 928
17 97 356
17 114 466
17 116 611
17 119 826
17 121 365
17 130 662
17 131 736
17 141 105
17 144 881
17 145 996
17 155 913
17 157 376
17 167 917
17 169 152
17 170 55
17 171 615
17 174 657
17 177 60
17 178 50
17 180 676
17 183 117
17 186 904
17 196 436
17 197 83
18 1 601
18 4 359
18 6 515
18 11 632
18 12 500
18 18 585
18 19 190
18 25 384
18 30 341
18 32 506
18 35 392
18 38 535
18 40 21
18 42 287
18 60 456
18 69 623
18 72 58
18 73 153
18 74 481
18 76 709
18 77 471
18 90 335
18 94 59
18 101 612
18 105 939
18 114 521
18 119 30
18 120 470
18 121 870
18 128 95
18 132 552
18 134 251
18 140 500
18 143 46
18 144 425
18 165 54
18 167 537
18 168 851
18 189 89
18 191 723
18 192 325
19 8 434
19 10 624
19 12 607
19 15 237
19 23 303
19 29 948
19 33 293
19 36 753
19 39 647
19 40 587
19 42 595
19 43 275
19 45 958
19 47 989
19 48 78
19 60 684
19 62 32
19 66 360
19 68 9
19 69 842
19 70 76
19 90 269
19 92 279
19 96 983
19 106 18
19 110 86
19 111 43
19 113 658
19 114 604
19 115 165
19 117 47
19 118 611
19 121 351
19 125 764
19 126 843
19 131 578
19 133 630
19 134 190
19 145 569
19 157 502
19 158 886
19 167 364
19 169 858
19 172 908
19 178 162
19 183 827
19 184 329
19 192 595
20 22 99
20 31 138
20 35 384
20 38 237
20 43 704
20 45 407
20 55 552
20 56 862
20 62 830
20 64 409
20 70 861
20 73 224
20 75 874
20 76 652
20 79 268
20 83 268
20 85 521
20 89 474
20 93 732
20 96 199
20 97 867
20 99 528
20 107 910
20 115 75
20 116 406
20 134 578
20 135 601
20 138 375
20 146 599
20 149 861
20 150 31
20 155 723
20 156 235
20 163 846
20 170 369
20 176 73
20 179 626
20 191 731
20 192 239
20 199 909
21 1 557
21 6 893
21 8 525
21 17 722
21 21 705
21 24 447
21 33 423
21 38 829
21 48 12
21 53 91
21 60 832
21 63 144
21 66 865
21 70 531
21 79 383
21 80 769
21 84 195
21 90 72
21 96 589
21 97 93
21 98 465
21 99 61
21 106 369
21 109 386
21 110 408
21 111 389
21 116 552
21 126 271
21 128 300
21 138 915
21 140 357
21 141 680
21 144 150
21 145 47
21 149 886
21 152 659
21 156 230
21 159 793
21 168 171
21 174 195
21 182 981
21 183 12
21 184 764
21 185 835
21 188 670
21 196 747
22 2 96
22 7 429
22 8 356
22 10 830
22 22 872
22 33 782
22 34 933
22 48 264
22 49 805
22 55 796
22 57 877
22 59 602
22 66 23
22 69 488
22 75 996
22 78 882
22 80 53
22 81 86
22 88 981
22 94 957
22 97 302
22 99 718
22 106 451
22 109 628
22 113 160
22 118 355
22 123 869
22 124 596
22 125 89
22 127 510
22 129 220
22 137 861
22 142 326
22 146 512
22 148 140
22 152 174
22 159 759
22 160 140
22 162 706
22 164 628
22 166 927
22 167 197
22 171 183
22 179 205
22 180 435
22 185 373
22 186 666
22 190 983
22 193 628
22 194 867
23 0 256
23 5 987
23 7 957
23 8 293
23 10 267
23 17 616
23 18 483
23 23 622
23 26 879
23 29 111
23 31 870
23 37 734
23 38 395
23 44 560
23 50 719
23 51 770
23 56 549
23 74 757
23 78 377
23 79 431
23 81 214
23 85 108
23 87 221
23 89 472
23 92 940
23 99 397
23 113 58
23 115 460
23 120 814
23 125 580
23 133 318
23 139 810
23 158 819
23 165 512
23 168 443
23 173 468
23 181 748
23 184 468
23 186 112
23 187 934
23 196 928
23 199 487
24 7 815
24 9 430
24 19 186
24 23 78
24 25 802
24 27 317
24 44 525
24 51 738
24 55 757
24 57 829
24 58 322
24 62 690
24 63 819
24 64 408
24 73 333
24 74 17
24 78 485
24 82 457
24 85 841
24 89 401
24 91 520
24 93 477
24 98 601
24 102 877
24 110 644
24 114 117
24 119 183
24 129 156
24 133 440
24 139 48
24 150 168
24 152 611
24 159 980
24 164 73
24 171 530
24 184 213
25 5 235
25 10 149
25 17 498
25 20 505
25 26 137
25 29 126
25 30 768
25 32 40
25 46 333
25 50 954
25 51 598
25 52 308
25 62 30
25 63 792
25 64 215
25 65 564
25 72 540
25 73 129
25 75 772
25 78 340
25 81 347
25 85 369
25 93 118
25 103 797
25 114 960
25 117 494
25 118 143
25 120 203
25 131 731
25 139 863
25 144 199
25 150 620
25 153 186
25 166 91
25 169 113
25 187 808
25 196 628
26 5 370
26 6 210
26 7 906
26 8 516
26 18 330
26 25 627
26 27 775
26 30 541
26 32 268
26 34 421
26 39 608
26 45 393
26 46 836
26 50 664
26 51 331
26 53 278
26 55 404
26 59 416
26 62 189
26 64 549
26 65 765
26 69 772
26 72 481
26 81 323
26 88 407
26 90 507
26 92 869
26 98 930
26 106 427
26 108 983
26 111 812
26 112 519
26 117 513
26 120 418
26 136 953
26 163 351
26 167 536
26 168 663
26 169 875
26 170 441
26 171 706
26 183 710
26 185 308
26 187 402
26 193 831
26 197 901
26 198 968
27 2 71
27 6 711
27 12 551
27 19 297
27 29 91
27 31 607
27 39 398
27 43 93
27 44 996
27 46 480
27 55 870
27 58 18
27 59 884
27 63 366
27 73 921
27 84 802
27 90 653
27 96 853
27 109 717
27 111 507
27 113 158
27 121 824
27 135 413
27 153 730
27 154 288
27 162 827
27 168 201
27 171 303
27 178 783
27 179 628
27 180 128
27 181 426
27 187 8
27 194 468
28 0 608
28 4 617
28 12 689
28 16 719
28 19 505
28 22 419
28 24 814
28 25 768
28 31 855
28 37 780
28 40 99
28 46 43
28 53 711
28 54 999
28 57 832
28 59 309
28 68 986
28 81 236
28 87 265
28 98 547
28 102 821
28 109 477
28 111 224
28 117 872
28 119 479
28 121 809
28 123 292
28 125 978
28 128 32
28 131 375
28 133 860
28 134 259
28 147 752
28 153 111
28 156 352
28 163 971
28 166 929
28 170 208
28 179 410
28 184 794
28 187 591
28 194 248
28 196 824
29 0 757
29 12 785
29 17 8
29 21 869
29 23 289
29 25 626
29 26 198
29 27 370
29 37 782
29 40 293
29 48 141
29 62 416
29 63 104
29 64 876
29 74 925
29 77 327
29 78 463
29 79 378
29 82 576
29 83 539
29 87 54
29 90 888
29 91 325
29 104 158
29 113 301
29 122 41
29 129 442
29 132 666
29 133 270
29 134 350
29 143 574
29 148 600
29 155 603
29 158 21
29 163 164
29 165 910
29 177 256
29 187 978
29 191 592
29 193 381
29 194 772
30 10 993
30 18 731
30 25 925
30 41 206
30 57 451
30 63 271
30 64 114
30 65 985
30 73 676
30 78 986
30 80 484
30 82 781
30 86 869
30 88 197
30 91 730
30 95 733
30 99 10
30 103 344
30 104 458
30 107 838
30 108 858
30 111 299
30 112 787
30 116 772
30 117 607
30 120 972
30 127 70
30 136 896
30 138 87
30 139 745
30 141 969
30 143 161
30 144 895
30 149 534
30 150 345
30 151 735
30 152 692
30 156 831
30 158 993
30 159 114
30 164 467
30 168 467
30 170 910
30 178 562
30 180 740
30 182 80
30 183 859
30 184 425
30 192 355
30 194 201
30 195 160
31 7 306
31 8 728
31 13 143
31 16 819
31 18 21
31 19 452
31 28 902
31 36 192
31 43 557
31 44 269
31 49 103
31 51 426
31 75 937
31 76 629
31 85 5
31 87 314
31 91 315
31 110 904
31 112 102
31 115 3
31 117 339
31 121 815
31 123 301
31 129 854
31 130 423
31 140 233
31 148 676
31 158 97
31 163 562
31 166 310
31 189 533
31 194 997
31 196 13
32 13 806
32 33 914
32 34 597
32 50 125
32 53 400
32 59 39
32 60 13
32 61 622
32 62 660
32 67 43
32 74 878
32 90 853
32 101 535
32 121 135
32 129 582
32 143 627
32 147 254
32 153 868
32 160 858
32 163 372
32 179 798
32 186 777
32 193 30
32 194 561
32 196 744
32 198 955
33 5 345
33 6 362
33 7 463
33 13 734
33 15 9
33 16 42
33 21 821
33 22 963
33 23 84
33 28 215
33 40 9
33 41 833
33 47 668
33 48 339
33 60 432
33 85 71
33 93 732
33 110 449
33 111 113
33 116 167
33 117 617
33 120 725
33 125 877
33 134 106
33 141 292
33 143 9
33 146 944
33 150 111
33 161 489
33 180 704
33 181 670
33 185 312
33 187 748
33 191 164
34 0 441
34 4 172
34 5 873
34 24 997
34 27 832
34 35 818
34 42 427
34 46 734
34 47 641
34 49 894
34 66 154
34 71 482
34 73 637
34 74 907
34 81 677
34 87 182
34 93 528
34 104 673
34 106 473
34 119 925
34 128 61
34 129 847
34 132 134
34 133 575
34 134 148
34 139 418
34 141 961
34 149 229
34 151 171
34 154 973
34 156 950
34 159 740
34 160 0
34 162 115
34 166 44
34 172 254
34 181 331
34 188 230
34 190 837
34 191 929
34 194 361
34 196 586
34 197 881
34 198 126
35 14 870
35 21 305
35 28 562
35 30 575
35 32 156
35 38 188
35 40 662
35 44 874
35 47 229
35 48 77
35 54 672
35 56 122
35 65 463
35 70 512
35 72 20
35 75 740
35 79 374
35 82 243
35 86 292
35 91 739
35 98 265
35 106 596
35 110 222
35 112 629
35 118 475
35 122 931
35 124 530
35 127 263
35 133 18
35 135 256
35 145 30
35 148 945
35 151 732
35 154 838
35 156 193
35 158 11
35 160 435
35 162 838
35 163 114
35 164 976
35 168 578
35 177 725
35 178 559
35 182 628
35 183 801
35 188 889
35 189 196
35 191 923
35 194 254
35 196 391
35 198 914
36 12 67
36 17 583
36 19 450
36 20 670
36 29 468
36 30 593
36 39 537
36 57 212
36 60 360
36 62 716
36 63 415
36 70 928
36 80 813
36 82 610
36 86 690
36 93 368
36 94 421
36 104 934
36 105 826
36 122 782
36 128 475
36 133 639
36 146 335
36 153 970
36 160 620
36 163 269
36 181 65
36 186 531
36 191 116
36 196 355
37 6 771
37 7 825
37 14 30
37 18 586
37 27 212
37 31 356
37 33 673
37 37 142
37 41 180
37 42 936
37 46 931
37 48 228
37 58 561
37 62 837
37 63 823
37 73 152
37 81 623
37 92 462
37 99 989
37 107 827
37 115 653
37 116 610
37 119 230
37 125 947
37 126 408
37 130 637
37 131 320
37 135 341
37 137 363
37 146 96
37 147 487
37 148 239
37 161 271
37 169 754
37 170 305
37 175 659
37 178 509
37 192 198
38 1 452
38 3 235
38 20 930
38 27 213
38 41 418
38 43 616
38 46 741
38 49 504
38 52 760
38 59 479
38 63 979
38 75 971
38 76 123
38 94 316
38 98 337
38 102 58
38 110 806
38 112 525
38 117 876
38 122 112
38 123 129
38 124 929
38 126 249
38 127 333
38 132 175
38 144 1
38 163 976
38 169 740
38 178 59
38 182 618
38 193 206
39 7 947
39 9 31
39 10 119
39 12 884
39 19 889
39 20 437
39 37 613
39 43 400
39 44 365
39 45 150
39 46 955
39 63 554
39 65 926
39 66 47
39 67 446
39 68 975
39 74 677
39 81 890
39 86 660
39 92 511
39 99 359
39 109 687
39 123 181
39 130 139
39 132 593
39 133 941
39 134 846
39 137 622
39 147 29
39 151 703
39 152 758
39 153 321
39 155 709
39 156 152
39 157 496
39 158 638
39 166 732
39 181 71
39 183 392
39 184 957
39 188 573
39 193 113
40 10 90
40 12 103
40 21 471
40 22 420
40 24 925
40 27 265
40 28 968
40 36 48
40 41 955
40 44 263
40 45 187
40 55 406
40 59 973
40 60 547
40 61 124
40 68 243
40 72 790
40 75 273
40 76 415
40 77 425
40 81 156
40 86 441
40 88 374
40 94 698
40 95 894
40 114 790
40 116 35
40 118 263
40 119 674
40 129 230
40 138 198
40 140 111
40 144 722
40 145 34
40 153 251
40 157 602
40 160 262
40 185 600
40 187 168
40 191 961
40 198 329
40 199 950
41 2 370
41 3 713
41 11 209
41 15 558
41 17 532
41 20 591
41 21 687
41 24 483
41 26 927
41 27 455
41 28 313
41 45 843
41 48 187
41 55 348
41 62 697
41 63 119
41 74 385
41 85 572
41 87 309
41 88 81
41 90 104
41 98 593
41 99 764
41 104 872
41 107 131
41 113 880
41 114 70
41 116 240
41 117 185
41 118 846
41 119 493
41 121 933
41 122 176
41 123 405
41 124 906
41 125 399
41 135 377
41 136 806
41 142 766
41 147 36
41 150 397
41 152 886
41 163 879
41 168 984
41 174 520
41 182 24
41 183 214
41 185 770
41 187 538
41 190 753
41 196 602
42 3 184
42 15 667
42 17 61
42 22 587
42 31 355
42 43 121
42 48 565
42 49 313
42 54 684
42 56 233
42 58 630
42 62 370
42 66 109
42 69 251
42 76 654
42 77 541
42 79 930
42 85 395
42 87 58
42 94 459
42 95 379
42 96 311
42 104 221
42 108 832
42 114 472
42 117 815
42 118 893
42 119 73
42 121 69
42 123 164
42 126 412
42 134 926
42 139 917
42 145 582
42 148 685
42 149 319
42 155 620
42 169 313
42 177 585
42 178 674
42 184 47
42 188 104
42 189 4
42 194 249
43 12 280
43 13 233
43 18 70
43 22 184
43 23 983
43 27 292
43 28 980
43 31 950
43 37 470
43 39 799
43 41 523
43 51 962
43 54 441
43 59 442
43 63 982
43 67 252
43 74 254
43 75 412
43 85 0
43 88 255
43 104 124
43 106 382
43 107 412
43 108 545
43 110 709
43 111 127
43 121 162
43 123 181
43 132 892
43 144 434
43 146 219
43 153 492
43 154 926
43 155 190
43 156 29
43 158 524
43 161 891
43 164 270
43 166 490
43 167 288
43 168 957
43 171 853
43 174 932
43 178 914
43 182 885
43 190 102
43 194 72
44 2 957
44 10 830
44 15 916
44 20 614
44 24 345
44 34 168
44 36 157
44 39 127
44 42 140
44 45 354
44 46 986
44 56 453
44 68 501
44 72 947
44 86 543
44 87 140
44 89 378
44 108 754
44 119 807
44 121 52
44 125 240
44 126 400
44 127 683
44 137 973
44 144 473
44 147 499
44 152 38
44 160 99
44 161 366
44 164 738
44 169 686
44 173 106
44 185 472
44 186 248
44 189 857
44 191 149
44 193 227
44 195 391
45 0 36
45 13 656
45 18 355
45 24 678
45 27 67
45 48 466
45 51 688
45 56 630
45 65 879
45 67 303
45 68 357
45 72 762
45 74 485
45 82 465
45 84 950
45 98 305
45 100 226
45 104 396
45 108 67
45 127 744
45 138 337
45 144 393
45 148 826
45 151 899
45 157 101
45 160 317
45 163 603
45 166 938
45 178 948
45 179 843
45 180 62
45 183 965
45 191 789
46 2 642
46 5 993
46 6 495
46 12 407
46 17 292
46 20 991
46 22 18
46 23 80
46 25 677
46 30 341
46 31 271
46 32 542
46 45 242
46 47 189
46 48 803
46 54 461
46 57 286
46 64 324
46 68 884
46 73 234
46 75 395
46 78 219
46 84 416
46 90 179
46 99 623
46 102 397
46 105 780
46 110 802
46 115 207
46 119 718
46 125 419
46 131 506
46 132 916
46 133 0
46 146 782
46 147 540
46 154 645
46 156 38
46 169 307
46 171 21
46 178 44
46 181 30
46 183 120
46 188 26
46 189 423
46 194 586
47 7 455
47 8 504
47 14 453
47 15 643
47 17 636
47 21 258
47 23 606
47 24 539
47 31 404
47 37 288
47 39 1
47 40 729
47 51 96
47 53 821
47 56 79
47 60 961
47 65 638
47 77 928
47 82 985
47 89 340
47 94 370
47 98 685
47 102 282
47 105 876
47 107 495
47 109 279
47 113 175
47 122 862
47 123 265
47 130 319
47 132 412
47 136 737
47 145 740
47 146 77
47 163 50
47 169 458
47 174 722
47 177 137
47 178 531
47 181 804
47 184 534
47 186 772
47 191 32
47 192 819
47 193 557
47 196 535
48 1 707
48 4 791
48 5 484
48 6 92
48 14 108
48 18 273
48 21 991
48 22 24
48 29 211
48 37 927
48 46 290
48 50 86
48 54 474
48 61 975
48 72 418
48 73 531
48 74 624
48 82 483
48 102 412
48 103 574
48 106 972
48 108 588
48 110 295
48 121 713
48 131 722
48 148 126
48 154 336
48 160 882
48 170 53
48 173 62
48 178 889
48 183 245
48 191 823
48 198 346
49 1 165
49 5 847
49 19 845
49 27 529
49 28 319
49 31 532
49 35 278
49 37 946
49 42 954
49 53 180
49 58 490
49 62 163
49 75 558
49 81 577
49 82 440
49 84 342
49 95 562
49 99 437
49 102 431
49 106 374
49 109 162
49 116 183
49 118 129
49 125 465
49 134 886
49 143 155
49 147 782
49 152 579
49 155 103
49 156 161
49 161 835
49 162 233
49 166 986
49 169 827
49 170 998
49 171 539
49 175 50
49 178 640
49 181 196
49 184 982
49 188 251
49 192 696
50 3 532
50 7 171
50 10 863
50 29 378
50 30 736
50 39 126
50 41 327
50 42 846
50 44 55
50 53 479
50 60 54
50 64 847
50 71 97
50 73 268
50 81 768
50 85 324
50 90 578
50 91 534
50 93 396
50 94 596
50 100 49
50 103 864
50 106 388
50 108 214
50 111 647
50 119 487
50 128 230
50 130 11
50 132 925
50 133 922
50 134 894
50 137 897
50 148 828
50 155 22
50 156 925
50 157 134
50 169 703
50 175 822
50 187 289
50 197 46
51 4 754
51 8 109
51 9 181
51 11 528
51 18 283
51 20 516
51 22 882
51 30 968
51 31 596
51 36 412
51 43 583
51 46 358
51 53 816
51 56 441
51 57 754
51 68 192
51 69 393
51 79 734
51 85 24
51 93 346
51 94 764
51 98 774
51 106 401
51 108 14
51 112 550
51 116 889
51 123 954
51 124 582
51 126 368
51 130 461
51 141 889
51 142 385
51 143 847
51 146 949
51 151 521
51 154 43
51 155 271
51 156 408
51 158 499
51 164 223
51 172 586
51 173 631
51 177 897
51 190 773
51 191 667
51 196 986
52 1 716
52 6 636
52 13 449
52 17 419
52 18 356
52 20 272
52 22 31
52 24 269
52 26 936
52 27 259
52 30 526
52 31 221
52 39 203
52 41 277
52 43 512
52 46 943
52 49 714
52 52 708
52 54 77
52 58 209
52 60 167
52 65 51
52 66 731
52 71 718
52 73 627
52 74 473
52 75 779
52 79 620
52 80 298
52 90 955
52 93 105
52 104 183
52 106 998
52 112 776
52 115 236
52 117 220
52 118 988
52 119 158
52 126 675
52 128 127
52 134 330
52 138 921
52 140 845
52 151 240
52 162 404
52 166 732
52 167 403
52 171 956
52 179 870
52 185 831
52 187 264
52 190 115
52 197 35
53 12 71
53 18 207
53 23 843
53 27 737
53 28 244
53 33 876
53 37 879
53 39 483
53 46 570
53 61 991
53 68 278
53 75 503
53 78 423
53 79 180
53 82 327
53 92 395
53 95 895
53 102 568
53 108 793
53 112 149
53 115 726
53 117 225
53 124 768
53 126 969
53 132 138
53 133 61
53 134 297
53 142 506
53 145 449
53 147 539
53 153 610
53 171 82
53 172 873
53 177 656
53 179 408
53 183 770
53 184 151
53 186 473
53 187 114
54 0 90
54 1 895
54 3 411
54 4 420
54 7 980
54 8 543
54 10 525
54 15 101
54 17 943
54 22 92
54 26 810
54 31 303
54 42 387
54 53 524
54 55 195
54 59 316
54 65 990
54 73 911
54 79 634
54 89 655
54 92 741
54 94 407
54 97 283
54 99 578
54 100 907
54 104 793
54 120 424
54 123 516
54 125 237
54 130 254
54 131 230
54 132 680
54 138 840
54 145 24
54 149 188
54 152 186
54 164 1
54 170 869
54 171 733
54 179 310
54 180 842
54 184 593
54 185 348
54 188 222
54 194 469
54 199 944
55 9 746
55 16 272
55 17 103
55 18 229
55 19 825
55 26 322
55 32 963
55 34 957
55 43 684
55 52 708
55 58 920
55 59 24
55 65 265
55 71 609
55 74 858
55 78 269
55 80 378
55 111 576
55 115 564
55 120 837
55 124 537
55 134 669
55 138 880
55 139 988
55 141 155
55 144 442
55 150 548
55 153 734
55 155 966
55 160 340
55 163 389
55 170 353
55 174 783
55 182 297
55 185 418
55 196 886
